token,pos
We,PRON
must,AUX
quickly,ADV
open,VERB
our,PRON
markets,NOUN
",",PUNCT
remove,VERB
trade,NOUN
barriers,NOUN
and,CCONJ
"
  ",SPACE
cut,VERB
import,NOUN
tariffs,NOUN
to,PART
allow,VERB
imports,NOUN
of,ADP
U.S.,PROPN
Products,PROPN
",",PUNCT
if,SCONJ
we,PRON
"
  ",SPACE
want,VERB
to,PART
defuse,VERB
problems,NOUN
from,ADP
possible,ADJ
U.S.,PROPN
Retaliation,PROPN
",",PUNCT
"""",PUNCT
said,VERB
"
  ",SPACE
Paul,PROPN
Sheen,PROPN
",",PUNCT
chairman,NOUN
of,ADP
textile,NOUN
exporters,NOUN
&,CCONJ
lt;Taiwan,PROPN
Safe,PROPN
Group,PROPN
>,PUNCT
.,PUNCT
"
      ",SPACE
A,DET
senior,ADJ
official,NOUN
of,ADP
South,PROPN
Korea,PROPN
's,PART
trade,NOUN
promotion,NOUN
"
  ",SPACE
association,NOUN
said,VERB
the,DET
trade,NOUN
dispute,NOUN
between,ADP
the,DET
U.S.,PROPN
And,CCONJ
Japan,PROPN
"
  ",SPACE
might,AUX
also,ADV
lead,VERB
to,ADP
pressure,NOUN
on,ADP
South,PROPN
Korea,PROPN
",",PUNCT
whose,DET
chief,ADJ
exports,NOUN
"
  ",SPACE
are,AUX
similar,ADJ
to,ADP
those,PRON
of,ADP
Japan,PROPN
.,PUNCT
"
      ",SPACE
Last,ADJ
year,NOUN
South,PROPN
Korea,PROPN
had,VERB
a,DET
trade,NOUN
surplus,NOUN
of,ADP
7.1,NUM
billion,NUM
"
  ",SPACE
dlrs,NOUN
with,ADP
the,DET
U.S.,PROPN
",",PUNCT
Up,ADV
from,ADP
4.9,NUM
billion,NUM
dlrs,NOUN
in,ADP
1985,NUM
.,PUNCT
"
      ",SPACE
In,ADP
Malaysia,PROPN
",",PUNCT
trade,NOUN
officers,NOUN
and,CCONJ
businessmen,NOUN
said,VERB
tough,ADJ
"
  ",SPACE
curbs,NOUN
against,ADP
Japan,PROPN
might,AUX
allow,VERB
hard,ADV
-,PUNCT
hit,VERB
producers,NOUN
of,ADP
"
  ",SPACE
semiconductors,NOUN
in,ADP
third,ADJ
countries,NOUN
to,PART
expand,VERB
their,PRON
sales,NOUN
to,ADP
the,DET
"
  ",SPACE
U.S.,PROPN
"
      ",SPACE
In,ADP
Hong,PROPN
Kong,PROPN
",",PUNCT
where,SCONJ
newspapers,NOUN
have,AUX
alleged,VERB
Japan,PROPN
has,AUX
been,AUX
"
  ",SPACE
selling,VERB
below,ADP
-,PUNCT
cost,NOUN
semiconductors,NOUN
",",PUNCT
some,DET
electronics,NOUN
"
  ",SPACE
manufacturers,NOUN
share,VERB
that,DET
view,NOUN
.,PUNCT
But,CCONJ
other,ADJ
businessmen,NOUN
said,VERB
such,ADJ
"
  ",SPACE
a,DET
short,ADJ
-,PUNCT
term,NOUN
commercial,ADJ
advantage,NOUN
would,AUX
be,AUX
outweighed,VERB
by,ADP
"
  ",SPACE
further,ADJ
U.S.,PROPN
Pressure,NOUN
to,PART
block,VERB
imports,NOUN
.,PUNCT
"
      ",SPACE
"""",PUNCT
That,PRON
is,AUX
a,DET
very,ADV
short,ADJ
-,PUNCT
term,NOUN
view,NOUN
",",PUNCT
"""",PUNCT
said,VERB
Lawrence,PROPN
Mills,PROPN
",",PUNCT
"
  ",SPACE
director,NOUN
-,PUNCT
general,NOUN
of,ADP
the,DET
Federation,PROPN
of,ADP
Hong,PROPN
Kong,PROPN
Industry,PROPN
.,PUNCT
"
      ",SPACE
"""",PUNCT
If,SCONJ
the,DET
whole,ADJ
purpose,NOUN
is,AUX
to,PART
prevent,VERB
imports,NOUN
",",PUNCT
one,NUM
day,NOUN
it,PRON
will,AUX
"
  ",SPACE
be,AUX
extended,VERB
to,ADP
other,ADJ
sources,NOUN
.,PUNCT
Much,ADV
more,ADV
serious,ADJ
for,ADP
Hong,PROPN
Kong,PROPN
"
  ",SPACE
is,AUX
the,DET
disadvantage,NOUN
of,ADP
action,NOUN
restraining,VERB
trade,NOUN
",",PUNCT
"""",PUNCT
he,PRON
said,VERB
.,PUNCT
"
      ",SPACE
The,DET
U.S.,PROPN
Last,ADJ
year,NOUN
was,AUX
Hong,PROPN
Kong,PROPN
's,PART
biggest,ADJ
export,NOUN
market,NOUN
",",PUNCT
"
  ",SPACE
accounting,VERB
for,ADP
over,ADP
30,NUM
pct,NOUN
of,ADP
domestically,ADV
produced,VERB
exports,NOUN
.,PUNCT
"
      ",SPACE
The,DET
Australian,ADJ
government,NOUN
is,AUX
awaiting,VERB
the,DET
outcome,NOUN
of,ADP
trade,NOUN
"
  ",SPACE
talks,NOUN
between,ADP
the,DET
U.S.,PROPN
And,CCONJ
Japan,PROPN
with,ADP
interest,NOUN
and,CCONJ
concern,NOUN
",",PUNCT
"
  ",SPACE
Industry,PROPN
Minister,PROPN
John,PROPN
Button,PROPN
said,VERB
in,ADP
Canberra,PROPN
last,ADJ
Friday,PROPN
.,PUNCT
"
      ",SPACE
"""",PUNCT
This,DET
kind,NOUN
of,ADP
deterioration,NOUN
in,ADP
trade,NOUN
relations,NOUN
between,ADP
two,NUM
"
  ",SPACE
countries,NOUN
which,PRON
are,AUX
major,ADJ
trading,NOUN
partners,NOUN
of,ADP
ours,NOUN
is,AUX
a,DET
very,ADV
"
  ",SPACE
serious,ADJ
matter,NOUN
",",PUNCT
"""",PUNCT
Button,PROPN
said,VERB
.,PUNCT
"
      ",SPACE
He,PRON
said,VERB
Australia,PROPN
's,PART
concerns,NOUN
centred,VERB
on,ADP
coal,NOUN
and,CCONJ
beef,NOUN
",",PUNCT
"
  ",SPACE
Australia,PROPN
's,PART
two,NUM
largest,ADJ
exports,NOUN
to,ADP
Japan,PROPN
and,CCONJ
also,ADV
significant,ADJ
"
  ",SPACE
U.S.,PROPN
Exports,NOUN
to,ADP
that,DET
country,NOUN
.,PUNCT
"
      ",SPACE
Meanwhile,ADV
U.S.-Japanese,ADJ
diplomatic,ADJ
manoeuvres,NOUN
to,PART
solve,VERB
the,DET
"
  ",SPACE
trade,NOUN
stand,NOUN
-,PUNCT
off,NOUN
continue,VERB
.,PUNCT
"
      ",SPACE
Japan,PROPN
's,PART
ruling,VERB
Liberal,PROPN
Democratic,PROPN
Party,PROPN
yesterday,NOUN
outlined,VERB
"
  ",SPACE
a,DET
package,NOUN
of,ADP
economic,ADJ
measures,NOUN
to,PART
boost,VERB
the,DET
Japanese,ADJ
economy,NOUN
.,PUNCT
"
      ",SPACE
The,DET
measures,NOUN
proposed,VERB
include,VERB
a,DET
large,ADJ
supplementary,ADJ
budget,NOUN
"
  ",SPACE
and,CCONJ
record,NOUN
public,NOUN
works,VERB
spending,VERB
in,ADP
the,DET
first,ADJ
half,NOUN
of,ADP
the,DET
"
  ",SPACE
financial,ADJ
year,NOUN
.,PUNCT
"
      ",SPACE
They,PRON
also,ADV
call,VERB
for,ADP
stepped,VERB
-,PUNCT
up,ADP
spending,NOUN
as,ADP
an,DET
emergency,NOUN
"
  ",SPACE
measure,NOUN
to,PART
stimulate,VERB
the,DET
economy,NOUN
despite,SCONJ
Prime,PROPN
Minister,PROPN
"
  ",SPACE
Yasuhiro,PROPN
Nakasone,PROPN
's,PART
avowed,ADJ
fiscal,ADJ
reform,NOUN
program,NOUN
.,PUNCT
"
      ",SPACE
Deputy,PROPN
U.S.,PROPN
Trade,PROPN
Representative,PROPN
Michael,PROPN
Smith,PROPN
and,CCONJ
Makoto,PROPN
"
  ",SPACE
Kuroda,PROPN
",",PUNCT
Japan,PROPN
's,PART
deputy,NOUN
minister,NOUN
of,ADP
International,PROPN
Trade,PROPN
and,CCONJ
"
  ",SPACE
Industry,NOUN
(,PUNCT
MITI,PROPN
),PUNCT
",",PUNCT
are,AUX
due,ADJ
to,PART
meet,VERB
in,ADP
Washington,PROPN
this,DET
week,NOUN
in,ADP
an,DET
"
  ",SPACE
effort,NOUN
to,PART
end,VERB
the,DET
dispute,NOUN
.,PUNCT
"
  

",SPACE
INDONESIA,PROPN
SEES,VERB
CPO,PROPN
PRICE,NOUN
RISING,VERB
SHARPLY,PROPN
"
  ",SPACE
Indonesia,PROPN
expects,VERB
crude,ADJ
palm,NOUN
oil,NOUN
(,PUNCT
CPO,PROPN
),PUNCT
"
  ",SPACE
prices,NOUN
to,PART
rise,VERB
sharply,ADV
to,ADP
between,ADP
450,NUM
and,CCONJ
550,NUM
dlrs,NOUN
a,DET
tonne,NOUN
FOB,PROPN
"
  ",SPACE
sometime,ADV
this,DET
year,NOUN
because,SCONJ
of,ADP
better,ADJ
European,ADJ
demand,NOUN
and,CCONJ
a,DET
fall,NOUN
"
  ",SPACE
in,ADP
Malaysian,ADJ
output,NOUN
",",PUNCT
Hasrul,PROPN
Harahap,PROPN
",",PUNCT
junior,ADJ
minister,NOUN
for,ADP
tree,NOUN
"
  ",SPACE
crops,NOUN
",",PUNCT
told,VERB
Indonesian,ADJ
reporters,NOUN
.,PUNCT
"
      ",SPACE
Prices,NOUN
of,ADP
Malaysian,PROPN
and,CCONJ
Sumatran,PROPN
CPO,PROPN
are,AUX
now,ADV
around,ADP
332,NUM
"
  ",SPACE
dlrs,NOUN
a,DET
tonne,NOUN
CIF,PROPN
for,ADP
delivery,NOUN
in,ADP
Rotterdam,PROPN
",",PUNCT
traders,NOUN
said,VERB
.,PUNCT
"
      ",SPACE
Harahap,PROPN
said,VERB
Indonesia,PROPN
would,AUX
maintain,VERB
its,PRON
exports,NOUN
",",PUNCT
despite,SCONJ
"
  ",SPACE
making,VERB
recent,ADJ
palm,NOUN
oil,NOUN
purchases,NOUN
from,ADP
Malaysia,PROPN
",",PUNCT
so,SCONJ
that,SCONJ
it,PRON
"
  ",SPACE
could,AUX
possibly,ADV
increase,VERB
its,PRON
international,ADJ
market,NOUN
share,NOUN
.,PUNCT
"
      ",SPACE
Indonesia,PROPN
",",PUNCT
the,DET
world,NOUN
's,PART
second,ADV
largest,ADJ
producer,NOUN
of,ADP
palm,NOUN
oil,NOUN
"
  ",SPACE
after,ADP
Malaysia,PROPN
",",PUNCT
has,AUX
been,AUX
forced,VERB
to,PART
import,VERB
palm,NOUN
oil,NOUN
to,PART
ensure,VERB
"
  ",SPACE
supplies,NOUN
during,ADP
the,DET
Moslem,PROPN
fasting,VERB
month,NOUN
of,ADP
Ramadan,PROPN
.,PUNCT
"
      ",SPACE
Harahap,PROPN
said,VERB
it,PRON
was,AUX
better,ADJ
to,PART
import,VERB
to,PART
cover,VERB
a,DET
temporary,ADJ
"
  ",SPACE
shortage,NOUN
than,SCONJ
to,PART
lose,VERB
export,NOUN
markets,NOUN
.,PUNCT
"
      ",SPACE
Indonesian,ADJ
exports,NOUN
of,ADP
CPO,PROPN
in,ADP
calendar,NOUN
1986,NUM
were,AUX
"530,500",NUM
"
  ",SPACE
tonnes,NOUN
",",PUNCT
against,ADP
"468,500",NUM
in,ADP
1985,NUM
",",PUNCT
according,VERB
to,ADP
central,ADJ
bank,NOUN
"
  ",SPACE
figures,NOUN
.,PUNCT
"
  

",SPACE
MALAYSIA,PROPN
MAY,AUX
NOT,PART
MEET,VERB
1987,NUM
OIL,NOUN
PALM,PROPN
TARGET,PROPN
"
  ",SPACE
Malaysia,PROPN
is,AUX
unlikely,ADJ
to,PART
meet,VERB
its,PRON
"
  ",SPACE
targeted,VERB
output,NOUN
of,ADP
five,NUM
mln,NUM
tonnes,NOUN
of,ADP
oil,NOUN
palm,NOUN
in,ADP
calendar,NOUN
"
  ",SPACE
1987,NUM
",",PUNCT
oil,NOUN
palm,NOUN
growers,NOUN
told,VERB
Reuters,PROPN
.,PUNCT
"
      ",SPACE
Output,NOUN
in,ADP
1987,NUM
is,AUX
expected,VERB
to,PART
reach,VERB
around,ADV
4.5,NUM
mln,NUM
tonnes,NOUN
",",PUNCT
"
  ",SPACE
unchanged,ADJ
from,ADP
1986,NUM
",",PUNCT
because,SCONJ
of,ADP
drought,NOUN
",",PUNCT
low,ADJ
use,NOUN
of,ADP
fertiliser,NOUN
"
  ",SPACE
and,CCONJ
overstressed,VERB
palms,NOUN
",",PUNCT
they,PRON
said,VERB
.,PUNCT
"
      ",SPACE
The,DET
growers,NOUN
were,AUX
asked,VERB
for,ADP
their,PRON
reaction,NOUN
to,ADP
an,DET
Oil,PROPN
World,PROPN
"
  ",SPACE
newsletter,NOUN
report,VERB
that,SCONJ
Malaysia,PROPN
's,PART
oil,NOUN
palm,NOUN
output,NOUN
is,AUX
likely,ADJ
to,PART
"
  ",SPACE
drop,NOUN
sharply,ADV
this,DET
year,NOUN
.,PUNCT
"
      ",SPACE
Palm,PROPN
oil,NOUN
now,ADV
sells,VERB
at,ADP
around,ADV
700,NUM
ringgit,NOUN
a,DET
tonne,NOUN
",",PUNCT
or,CCONJ
about,ADP
"
  ",SPACE
115,NUM
ringgit,NOUN
less,ADJ
than,ADP
soybean,NOUN
oil,NOUN
",",PUNCT
but,CCONJ
Malaysia,PROPN
must,AUX
sell,VERB
more,ADJ
"
  ",SPACE
palm,NOUN
oil,NOUN
to,PART
prevent,VERB
a,DET
stock,NOUN
buildup,NOUN
that,PRON
could,AUX
damage,VERB
the,DET
"
  ",SPACE
industry,NOUN
",",PUNCT
a,DET
leading,VERB
grower,NOUN
told,VERB
Reuters,PROPN
.,PUNCT
"
      ",SPACE
The,DET
country,NOUN
's,PART
palm,NOUN
oil,NOUN
stocks,NOUN
now,ADV
total,VERB
some,DET
"500,000",NUM
tonnes,NOUN
"
  ",SPACE
against,ADP
about,ADP
"800,000",NUM
last,ADJ
March,PROPN
",",PUNCT
the,DET
growers,NOUN
said,VERB
.,PUNCT
"
      ",SPACE
The,DET
growers,NOUN
expect,VERB
palm,NOUN
oil,NOUN
prices,NOUN
to,PART
ease,VERB
later,ADV
this,DET
year,NOUN
"
  ",SPACE
due,ADJ
to,ADP
pressure,NOUN
from,ADP
South,PROPN
American,PROPN
and,CCONJ
U.S.,PROPN
Soybean,PROPN
output,NOUN
.,PUNCT
"
      ",SPACE
The,DET
current,ADJ
South,ADJ
American,ADJ
oilseed,NOUN
harvest,NOUN
",",PUNCT
mainly,ADV
soybean,NOUN
",",PUNCT
"
  ",SPACE
is,AUX
likely,ADJ
to,PART
be,AUX
around,ADV
25.7,NUM
mln,NUM
tonnes,NOUN
against,ADP
the,DET
previous,ADJ
"
  ",SPACE
21.7,NUM
mln,NOUN
tonne,NOUN
crop,NOUN
",",PUNCT
they,PRON
said,VERB
.,PUNCT
"
      ",SPACE
In,ADP
addition,NOUN
",",PUNCT
new,ADJ
U.S.,PROPN
Soybean,PROPN
plantings,NOUN
are,AUX
also,ADV
expected,VERB
"
  ",SPACE
to,PART
enter,VERB
the,DET
market,NOUN
around,ADP
November,PROPN
when,SCONJ
Malaysian,ADJ
palm,NOUN
oil,NOUN
"
  ",SPACE
output,NOUN
peaks,NOUN
.,PUNCT
"
      ",SPACE
They,PRON
said,VERB
new,ADJ
planting,NOUN
of,ADP
palms,NOUN
is,AUX
also,ADV
likely,ADJ
to,PART
slow,VERB
",",PUNCT
"
  ",SPACE
with,ADP
some,DET
"50,000",NUM
hectares,NOUN
expected,VERB
to,PART
be,AUX
planted,VERB
with,ADP
new,ADJ
trees,NOUN
"
  ",SPACE
against,ADP
"100,000",NUM
in,ADP
1986,NUM
",",PUNCT
although,SCONJ
the,DET
effects,NOUN
of,ADP
this,DET
reduction,NOUN
"
  ",SPACE
will,AUX
not,PART
be,AUX
felt,VERB
for,ADP
about,ADV
another,DET
three,NUM
years,NOUN
.,PUNCT
"
  

",SPACE
NORTH,PROPN
YEMEN,PROPN
CALLS,VERB
SUGAR,PROPN
BUYING,PROPN
TENDER,PROPN
-,PUNCT
TRADE,PROPN
"
  ",SPACE
North,PROPN
Yemen,PROPN
has,AUX
called,VERB
a,DET
buying,NOUN
tender,NOUN
"
  ",SPACE
for,ADP
Saturday,PROPN
for,ADP
the,DET
purchase,NOUN
of,ADP
"30,000",NUM
tonnes,NOUN
of,ADP
white,ADJ
sugar,PROPN
"
  ",SPACE
for,ADP
arrival,NOUN
in,ADP
June,PROPN
",",PUNCT
traders,NOUN
said,VERB
.,PUNCT
"
  

",SPACE
SUBROTO,PROPN
SAYS,VERB
INDONESIA,PROPN
SUPPORTS,VERB
TIN,PROPN
PACT,PROPN
EXTENSION,NOUN
"
  ",SPACE
Mines,PROPN
and,CCONJ
Energy,PROPN
Minister,PROPN
Subroto,PROPN
"
  ",SPACE
confirmed,VERB
Indonesian,ADJ
support,NOUN
for,ADP
an,DET
extension,NOUN
of,ADP
the,DET
sixth,ADJ
"
  ",SPACE
International,PROPN
Tin,PROPN
Agreement,PROPN
(,PUNCT
ITA,PROPN
),PUNCT
",",PUNCT
but,CCONJ
said,VERB
a,DET
new,ADJ
pact,NOUN
was,AUX
not,PART
"
  ",SPACE
necessary,ADJ
.,PUNCT
"
      ",SPACE
Asked,VERB
by,ADP
Reuters,PROPN
to,PART
clarify,VERB
his,PRON
statement,NOUN
on,ADP
Monday,PROPN
in,ADP
"
  ",SPACE
which,PRON
he,PRON
said,VERB
the,DET
pact,NOUN
should,AUX
be,AUX
allowed,VERB
to,PART
lapse,VERB
",",PUNCT
Subroto,PROPN
said,VERB
"
  ",SPACE
Indonesia,PROPN
was,AUX
ready,ADJ
to,PART
back,VERB
extension,NOUN
of,ADP
the,DET
ITA,PROPN
.,PUNCT
"
      ",SPACE
"""",PUNCT
We,PRON
can,AUX
support,VERB
extension,NOUN
of,ADP
the,DET
sixth,ADJ
agreement,NOUN
",",PUNCT
"""",PUNCT
he,PRON
said,VERB
.,PUNCT
"
  ",SPACE
"""",PUNCT
But,CCONJ
a,DET
seventh,ADJ
accord,NOUN
we,PRON
believe,VERB
to,PART
be,AUX
unnecessary,ADJ
.,PUNCT
"""",PUNCT
"
      ",SPACE
The,DET
sixth,ADJ
ITA,NOUN
will,AUX
expire,VERB
at,ADP
the,DET
end,NOUN
of,ADP
June,PROPN
unless,SCONJ
a,DET
"
  ",SPACE
two,NUM
-,PUNCT
thirds,NOUN
majority,NOUN
of,ADP
members,NOUN
vote,VERB
for,ADP
an,DET
extension,NOUN
.,PUNCT
"
  

",SPACE
EC,PROPN
SUGAR,PROPN
TENDER,NOUN
HARD,ADV
TO,PART
PREDICT,VERB
-,PUNCT
LONDON,NOUN
TRADE,NOUN
"
  ",SPACE
The,DET
outcome,NOUN
of,ADP
today,NOUN
's,PART
European,PROPN
Community,PROPN
"
  ",SPACE
(,PUNCT
EC,PROPN
),PUNCT
white,ADJ
sugar,NOUN
tender,NOUN
is,AUX
extremely,ADV
difficult,ADJ
to,PART
predict,VERB
after,ADP
"
  ",SPACE
last,ADJ
week,NOUN
's,PART
substantial,ADJ
award,NOUN
of,ADP
"102,350",NUM
tonnes,NOUN
at,ADP
the,DET
highest,ADJ
"
  ",SPACE
ever,ADV
rebate,NOUN
of,ADP
46.864,NUM
European,ADJ
currency,NOUN
units,NOUN
(,PUNCT
Ecus,PROPN
),PUNCT
per,ADP
100,NUM
"
  ",SPACE
kilos,NOUN
",",PUNCT
traders,NOUN
said,VERB
.,PUNCT
"
      ",SPACE
Some,PRON
said,VERB
they,PRON
believed,VERB
the,DET
tonnage,NOUN
would,AUX
probably,ADV
be,AUX
"
  ",SPACE
smaller,ADJ
",",PUNCT
at,ADP
around,ADP
"60,000",NUM
tonnes,NOUN
",",PUNCT
but,CCONJ
declined,VERB
to,PART
give,VERB
a,DET
view,NOUN
"
  ",SPACE
on,ADP
the,DET
likely,ADJ
restitution,NOUN
.,PUNCT
Last,ADJ
week,NOUN
",",PUNCT
the,DET
European,PROPN
Commission,PROPN
"
  ",SPACE
accepted,VERB
"785,000",NUM
tonnes,NOUN
of,ADP
sugar,NOUN
into,ADP
intervention,NOUN
by,ADP
operators,NOUN
"
  ",SPACE
protesting,VERB
about,ADP
low,ADJ
rebates,NOUN
.,PUNCT
This,PRON
might,AUX
be,AUX
a,DET
determining,VERB
"
  ",SPACE
factor,NOUN
in,ADP
today,NOUN
's,PART
result,NOUN
",",PUNCT
they,PRON
added,VERB
.,PUNCT
"
  

",SPACE
ECONOMIC,ADJ
SPOTLIGHT,PROPN
-,PUNCT
KUWAITI,PROPN
ECONOMY,NOUN
"
  ",SPACE
Kuwait,PROPN
's,PART
oil,NOUN
-,PUNCT
reliant,ADJ
and,CCONJ
debt,NOUN
-,PUNCT
ridden,VERB
"
  ",SPACE
economy,NOUN
has,AUX
started,VERB
to,PART
pull,VERB
out,ADP
of,ADP
a,DET
nosedive,NOUN
but,CCONJ
oil,NOUN
prices,NOUN
"
  ",SPACE
will,AUX
determine,VERB
the,DET
pace,NOUN
of,ADP
recovery,NOUN
",",PUNCT
bankers,NOUN
and,CCONJ
economists,NOUN
"
  ",SPACE
say,VERB
.,PUNCT
"
      ",SPACE
Crucial,PROPN
will,AUX
be,AUX
the,DET
ability,NOUN
of,ADP
the,DET
13,NUM
-,PUNCT
member,NOUN
OPEC,PROPN
to,PART
hold,VERB
"
  ",SPACE
oil,NOUN
prices,NOUN
around,ADP
a,DET
new,ADJ
benchmark,NOUN
of,ADP
18,NUM
dlrs,NOUN
a,DET
barrel,NOUN
in,ADP
the,DET
"
  ",SPACE
northern,ADJ
hemisphere,NOUN
summer,NOUN
when,SCONJ
demand,NOUN
usually,ADV
slackens,VERB
.,PUNCT
"
      ",SPACE
Bankers,PROPN
estimate,VERB
the,DET
economy,NOUN
",",PUNCT
measured,VERB
in,ADP
terms,NOUN
of,ADP
gross,ADJ
"
  ",SPACE
domestic,ADJ
product,NOUN
(,PUNCT
gdp,NOUN
),PUNCT
",",PUNCT
shrank,VERB
19,NUM
pct,NOUN
in,ADP
real,ADJ
terms,NOUN
last,ADJ
year,NOUN
"
  ",SPACE
after,ADP
contracting,VERB
8.1,NUM
pct,NOUN
the,DET
year,NOUN
before,ADV
.,PUNCT
"
      ",SPACE
This,PRON
was,AUX
after,ADP
taking,VERB
into,ADP
account,NOUN
inflation,NOUN
in,ADP
consumer,NOUN
"
  ",SPACE
prices,NOUN
of,ADP
1.5,NUM
pct,NOUN
in,ADP
1985,NUM
",",PUNCT
slowing,VERB
to,ADP
1.0,NUM
pct,NOUN
in,ADP
1986,NUM
.,PUNCT
"
      ",SPACE
Factors,NOUN
depressing,VERB
economic,ADJ
activity,NOUN
include,VERB
the,DET
"
  ",SPACE
6,NUM
-,PUNCT
1/2,NUM
-,PUNCT
year,NOUN
-,PUNCT
old,ADJ
Iran,PROPN
-,PUNCT
Iraq,PROPN
war,NOUN
on,ADP
Kuwait,PROPN
's,PART
doorstep,NOUN
",",PUNCT
which,DET
"
  ",SPACE
threatens,VERB
the,DET
emirate,PROPN
's,PART
vital,ADJ
oil,NOUN
export,NOUN
lifeline,NOUN
through,ADP
the,DET
"
  ",SPACE
Gulf,PROPN
and,CCONJ
has,AUX
sapped,VERB
business,NOUN
confidence,NOUN
.,PUNCT
"
      ",SPACE
But,CCONJ
sentiment,NOUN
received,VERB
a,DET
much,ADV
-,PUNCT
needed,VERB
boost,NOUN
in,ADP
September,PROPN
"
  ",SPACE
when,SCONJ
",",PUNCT
after,ADP
a,DET
series,NOUN
of,ADP
piecemeal,ADJ
steps,NOUN
to,PART
combat,VERB
a,DET
debt,NOUN
crisis,NOUN
"
  ",SPACE
caused,VERB
by,ADP
the,DET
1982,NUM
crash,NOUN
of,ADP
local,ADJ
stock,NOUN
market,NOUN
",",PUNCT
a,DET
comprehensive,ADJ
"
  ",SPACE
new,ADJ
debt,NOUN
settlement,NOUN
program,NOUN
was,AUX
introduced,VERB
.,PUNCT
"
      ",SPACE
The,DET
share,NOUN
crash,NOUN
",",PUNCT
result,NOUN
of,ADP
a,DET
speculative,ADJ
spree,NOUN
in,ADP
forward,ADV
"
  ",SPACE
trading,NOUN
",",PUNCT
left,VERB
95,NUM
billion,NUM
dlrs,NOUN
of,ADP
post,ADJ
-,ADJ
dated,VERB
cheques,NOUN
in,ADP
default,NOUN
.,PUNCT
"
      ",SPACE
The,DET
cheques,NOUN
were,AUX
also,ADV
used,VERB
as,ADP
collateral,NOUN
for,ADP
consumer,NOUN
"
  ",SPACE
spending,NOUN
",",PUNCT
thus,ADV
generating,VERB
an,DET
informal,ADJ
credit,NOUN
system,NOUN
.,PUNCT
"
      ",SPACE
Much,ADJ
of,ADP
the,DET
debt,NOUN
has,AUX
been,AUX
watered,VERB
down,ADP
but,CCONJ
big,ADJ
sums,NOUN
are,AUX
"
  ",SPACE
still,ADV
owed,VERB
by,ADP
individuals,NOUN
and,CCONJ
companies,NOUN
.,PUNCT
"
      ",SPACE
There,PRON
was,VERB
some,DET
4.4,NUM
billion,NUM
dinars,NOUN
(,PUNCT
about,ADV
15.7,NUM
billion,NUM
dlrs,NOUN
),PUNCT
"
  ",SPACE
in,ADP
outstanding,ADJ
bank,NOUN
credit,NOUN
at,ADP
the,DET
end,NOUN
of,ADP
1986,NUM
",",PUNCT
of,ADP
which,PRON
"
  ",SPACE
one,NUM
-,PUNCT
quarter,NOUN
to,ADP
one,NUM
-,PUNCT
third,NOUN
was,AUX
estimated,VERB
by,ADP
bankers,NOUN
to,PART
rank,VERB
as,ADP
"
  ",SPACE
bad,ADJ
or,CCONJ
doubtful,ADJ
debt,NOUN
.,PUNCT
But,CCONJ
the,DET
government,NOUN
has,AUX
repeatedly,ADV
said,VERB
it,PRON
"
  ",SPACE
will,AUX
not,PART
allow,VERB
any,DET
banks,NOUN
to,PART
go,VERB
under,ADV
.,PUNCT
"
      ",SPACE
The,DET
new,ADJ
debt,NOUN
settlement,NOUN
scheme,NOUN
entails,VERB
a,DET
rescheduling,NOUN
of,ADP
"
  ",SPACE
problem,NOUN
credit,NOUN
over,ADP
10,NUM
to,PART
15,NUM
years,NOUN
",",PUNCT
depending,VERB
on,ADP
whether,SCONJ
"
  ",SPACE
debtors,NOUN
have,AUX
regular,ADJ
cash,NOUN
flows,NOUN
or,CCONJ
not,PART
.,PUNCT
"
      ",SPACE
Banks,NOUN
',PART
shareholders,NOUN
and,CCONJ
depositors,NOUN
will,AUX
have,VERB
their,PRON
rights,NOUN
"
  ",SPACE
guaranteed,VERB
by,ADP
the,DET
government,NOUN
--,PUNCT
an,DET
edict,NOUN
of,ADP
vital,ADJ
significance,NOUN
"
  ",SPACE
in,ADP
a,DET
country,NOUN
of,ADP
only,ADV
1.7,NUM
mln,NUM
people,NOUN
where,SCONJ
the,DET
financial,ADJ
sector,NOUN
"
  ",SPACE
is,AUX
the,DET
biggest,ADJ
after,ADP
oil,NOUN
.,PUNCT
"
      ",SPACE
Kuwait,PROPN
is,AUX
better,ADV
placed,VERB
than,ADP
any,DET
other,ADJ
OPEC,PROPN
country,NOUN
to,PART
ride,VERB
"
  ",SPACE
out,ADP
the,DET
oil,NOUN
glut,NOUN
",",PUNCT
bankers,NOUN
and,CCONJ
economists,NOUN
say,VERB
.,PUNCT
"
      ",SPACE
Kuwait,PROPN
has,VERB
an,DET
OPEC,PROPN
quota,NOUN
of,ADP
"948,000",NUM
barrels,NOUN
per,ADP
day,NOUN
(,PUNCT
bpd,NOUN
),PUNCT
"
  ",SPACE
compared,VERB
with,ADP
production,NOUN
capacity,NOUN
of,ADP
4.0,NUM
mln,NUM
bpd,NOUN
mentioned,VERB
last,ADJ
"
  ",SPACE
year,NOUN
by,ADP
Oil,PROPN
Minister,PROPN
Sheikh,PROPN
Ali,PROPN
al,PROPN
-,PUNCT
Khalifa,PROPN
al,PROPN
-,PUNCT
Sabah,PROPN
.,PUNCT
"
      ",SPACE
But,CCONJ
strategic,ADJ
diversification,NOUN
into,ADP
downstream,ADJ
operations,NOUN
in,ADP
"
  ",SPACE
Europe,PROPN
several,ADJ
years,NOUN
